Experiment	History Data	
Saved Date		
User		
Sample Period (ms)	20	

[DATA]
Current (A)	Input 2 (V)	Input 3 (V)	Input 4 (V)	Input 5 (V)	Input 6 (V)	Input 7 (V)	Input 8 (V)	Bias (V)	Output 2 (V)	Output 3 (V)	Output 4 (V)	X (m)	Y (m)	Z (m)	Output 8 (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	OC D1 X (m)	OC D1 Y (m)	OC D2 Phase (deg)	OC D2 Amplitude (m)	Reserved  9  (V)	Reserved 10  (V)	OC D2 X (m)	OC D2 Y (m)	LI Demod 1 X (A)	LI Demod 1 Y (A)	LI Demod 2 X (A)	LI Demod 2 Y (A)	Reserved 17  (V)	Reserved 18  (V)	Reserved 19  (V)	Reserved 20  (V)	Reserved 21  (V)	Reserved 22  (V)	Internal 23 (V)	Internal 24 (V)	Z Control signal (Hz)	Z Error signal (Hz)	Z SafeTip signal (m)	Reserved 28  (V)	OC D3 Amplitude (m)	OC D3 Phase (deg)	OC D4 Amplitude (m)	OC D4 Phase (deg)
1.51457E-12	2.41749E-3	-6.98880E-4	-7.88664E-3	3.28760E-3	3.16105E-3	-1.01480E-2	-7.31465E-3	2.22671E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.83064E+0	1.01964E-11	0.00000E+0	5.76361E-2	5.49547E-13	-9.28541E-13	8.11278E+0	1.47759E-11	0.00000E+0	0.00000E+0	8.14492E-13	2.42830E-13	-1.07791E-14	-5.26067E-15	9.24290E-16	-8.93259E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.01964E-11	0.00000E+0	1.47787E-11	7.97852E+0	1.47787E-11	7.71276E+0
1.51444E-12	2.40960E-3	-7.20799E-4	-7.90516E-3	3.29719E-3	3.13688E-3	-1.01525E-2	-7.31125E-3	2.24670E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.00786E+1	9.39300E-12	0.00000E+0	5.76361E-2	-1.50173E-12	4.79287E-13	-7.52416E+0	1.39966E-11	0.00000E+0	0.00000E+0	-9.06552E-13	-1.42605E-12	-6.72196E-15	1.65940E-15	-4.80982E-15	-1.20166E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.39300E-12	0.00000E+0	1.39920E-11	-7.16512E+0	1.39920E-11	-7.43022E+0
1.57039E-12	2.40694E-3	-7.08794E-4	-7.87725E-3	3.31649E-3	3.14937E-3	-1.01479E-2	-7.31005E-3	2.26663E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.22232E+0	1.10138E-11	0.00000E+0	5.76361E-2	2.49455E-12	1.91706E-12	2.06444E+1	1.61029E-11	0.00000E+0	0.00000E+0	-1.16419E-12	3.05972E-12	3.44396E-15	-3.00352E-14	-5.03778E-15	-8.83640E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.10138E-11	0.00000E+0	1.61118E-11	1.92481E+1	1.61118E-11	1.89829E+1
1.49766E-12	2.40366E-3	-6.59416E-4	-7.86787E-3	3.30464E-3	3.15888E-3	-1.01355E-2	-7.28944E-3	2.28662E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	8.10959E+0	1.16037E-11	0.00000E+0	5.76361E-2	-3.53546E-13	1.62451E-12	1.43161E+0	1.70961E-11	0.00000E+0	0.00000E+0	-1.66052E-12	6.08769E-14	-1.98066E-14	-8.72887E-15	1.05776E-14	-9.81815E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.16037E-11	0.00000E+0	1.70920E-11	2.67855E+0	1.70920E-11	3.31322E+0
1.56461E-12	2.39110E-3	-6.80100E-4	-7.86304E-3	3.34127E-3	3.15268E-3	-1.01438E-2	-7.32535E-3	2.30654E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.97103E+1	1.19306E-11	0.00000E+0	5.76361E-2	6.46049E-13	4.47688E-12	1.68988E+1	1.72496E-11	0.00000E+0	0.00000E+0	-4.15491E-12	2.08318E-12	1.72986E-14	-2.41429E-15	-8.73360E-15	-1.81162E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.19306E-11	0.00000E+0	1.72562E-11	1.80744E+1	1.72562E-11	1.87090E+1
1.48493E-12	2.37820E-3	-7.08611E-4	-7.89495E-3	3.32858E-3	3.14150E-3	-1.01431E-2	-7.34536E-3	2.32653E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.75713E+0	9.80598E-12	0.00000E+0	5.76361E-2	-1.77910E-12	8.39656E-13	4.05569E+0	1.43669E-11	0.00000E+0	0.00000E+0	-1.41478E-12	-1.45757E-12	2.82807E-14	5.19563E-15	8.30582E-15	-9.14737E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.80598E-12	0.00000E+0	1.43729E-11	2.56955E+0	1.43729E-11	3.20424E+0
1.51290E-12	2.40217E-3	-7.07142E-4	-7.86478E-3	3.33750E-3	3.14290E-3	-1.01469E-2	-7.33797E-3	2.34646E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.63664E+1	1.11844E-11	0.00000E+0	5.76361E-2	2.10222E-12	-2.37989E-12	9.71407E+0	1.67293E-11	0.00000E+0	0.00000E+0	3.06320E-12	1.19123E-12	3.52193E-14	-3.11070E-14	2.63708E-16	8.89889E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11844E-11	0.00000E+0	1.67279E-11	1.28707E+1	1.67279E-11	1.26051E+1
1.52836E-12	2.41602E-3	-6.88237E-4	-7.88829E-3	3.33417E-3	3.14754E-3	-1.01393E-2	-7.32349E-3	2.36644E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-5.44453E+1	1.19782E-11	0.00000E+0	5.76361E-2	-1.54301E-12	-4.81326E-12	-1.40118E+1	1.61059E-11	0.00000E+0	0.00000E+0	3.87823E-12	-2.86084E-12	2.86175E-15	-1.40780E-14	9.22103E-15	-2.53212E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.19782E-11	0.00000E+0	1.61089E-11	-1.27064E+1	1.61089E-11	-1.29718E+1
1.49197E-12	2.38260E-3	-6.97045E-4	-7.85860E-3	3.31159E-3	3.14520E-3	-1.01885E-2	-7.33630E-3	2.38637E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.60293E+1	1.15701E-11	0.00000E+0	5.76361E-2	2.58997E-12	1.44093E-12	7.48529E+0	1.64666E-11	0.00000E+0	0.00000E+0	-7.04007E-13	2.88736E-12	-1.57436E-15	-4.23101E-15	1.66065E-14	-4.29790E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.15701E-11	0.00000E+0	1.64616E-11	7.50036E+0	1.64615E-11	7.23510E+0
1.51890E-12	2.38122E-3	-6.70555E-4	-7.89783E-3	3.30778E-3	3.15740E-3	-1.01562E-2	-7.33800E-3	2.40635E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-3.15869E+1	9.08747E-12	0.00000E+0	5.76361E-2	-4.87489E-13	-2.21524E-12	-1.65828E+1	1.34738E-11	0.00000E+0	0.00000E+0	1.95847E-12	-1.12336E-12	5.90326E-16	-9.34219E-16	4.64395E-15	6.05530E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.08747E-12	0.00000E+0	1.34686E-11	-1.60337E+1	1.34686E-11	-1.53987E+1
1.45897E-12	2.41906E-3	-6.95851E-4	-7.87053E-3	3.29972E-3	3.16506E-3	-1.01565E-2	-7.34811E-3	2.42629E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.42105E+1	1.22377E-11	0.00000E+0	5.76361E-2	-2.23922E-12	-6.28219E-14	-5.01333E+0	1.86797E-11	0.00000E+0	0.00000E+0	-9.56485E-13	-2.24694E-12	5.08008E-15	-2.80400E-15	9.25965E-15	1.81090E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.22377E-11	0.00000E+0	1.86765E-11	-6.26584E+0	1.86765E-11	-6.53117E+0
1.45657E-12	2.43047E-3	-6.92868E-4	-7.88739E-3	3.30624E-3	3.15244E-3	-1.01393E-2	-7.33160E-3	2.44627E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.55520E+1	1.24752E-11	0.00000E+0	5.76361E-2	4.88335E-14	4.26325E-12	6.60434E+0	1.74718E-11	0.00000E+0	0.00000E+0	-3.93684E-12	1.55845E-12	2.11850E-14	1.16125E-14	1.74559E-14	-5.22699E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.24752E-11	0.00000E+0	1.74633E-11	6.12936E+0	1.74633E-11	5.86429E+0
1.44478E-12	2.42143E-3	-6.86371E-4	-7.86311E-3	3.28722E-3	3.14445E-3	-1.01815E-2	-7.32045E-3	2.46621E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.10996E+0	1.17627E-11	0.00000E+0	5.76361E-2	-3.12478E-13	-4.80524E-13	2.17569E+0	1.71572E-11	0.00000E+0	0.00000E+0	2.87711E-13	-3.84417E-13	3.17862E-15	-1.80851E-14	-1.30567E-14	-7.22189E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.17627E-11	0.00000E+0	1.71451E-11	2.51468E-1	1.71452E-11	-1.38096E-2
1.51961E-12	2.39775E-3	-6.71669E-4	-7.86766E-3	3.29240E-3	3.12148E-3	-1.01975E-2	-7.33750E-3	2.48618E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.30342E+1	9.84272E-12	0.00000E+0	5.76361E-2	1.63122E-12	-1.70247E-12	6.83959E+0	1.43275E-11	0.00000E+0	0.00000E+0	2.18035E-12	9.38036E-13	2.67876E-15	-3.06759E-14	-1.00004E-14	-7.23404E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.84272E-12	0.00000E+0	1.43230E-11	9.27562E+0	1.43230E-11	9.01033E+0
1.56332E-12	2.39485E-3	-6.75076E-4	-7.87722E-3	3.30356E-3	3.15052E-3	-1.01713E-2	-7.33181E-3	2.50612E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	5.66929E-1	1.12414E-11	0.00000E+0	5.76361E-2	2.08079E-12	-7.84032E-13	9.30694E+0	1.62728E-11	0.00000E+0	0.00000E+0	1.25637E-12	1.78152E-12	1.95695E-14	-1.71844E-14	-8.89475E-15	1.70757E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12414E-11	0.00000E+0	1.62754E-11	7.75428E+0	1.62754E-11	7.48881E+0
1.50102E-12	2.43146E-3	-6.85208E-4	-7.87649E-3	3.29303E-3	3.14852E-3	-1.01717E-2	-7.32327E-3	2.52609E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.03841E+1	1.08489E-11	0.00000E+0	5.76361E-2	1.94302E-13	2.86064E-12	7.65784E+0	1.54982E-11	0.00000E+0	0.00000E+0	-2.81658E-12	1.12833E-12	-4.20081E-14	-2.10793E-15	-1.49912E-15	-1.47133E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08489E-11	0.00000E+0	1.55102E-11	5.81192E+0	1.55102E-11	6.44668E+0
1.49369E-12	2.41104E-3	-6.82881E-4	-7.85503E-3	3.27717E-3	3.13791E-3	-1.01658E-2	-7.29647E-3	2.54604E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.92446E+1	1.18616E-11	0.00000E+0	5.76361E-2	-2.88282E-12	-2.92156E-13	-8.09498E+0	1.67331E-11	0.00000E+0	0.00000E+0	-4.24714E-13	-2.75321E-12	3.30939E-15	1.34578E-14	-1.99507E-15	-5.85452E-17	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.18616E-11	0.00000E+0	1.67290E-11	-8.25604E+0	1.67290E-11	-7.62150E+0
1.53347E-12	2.39832E-3	-6.67889E-4	-7.83517E-3	3.31190E-3	3.17043E-3	-1.01998E-2	-7.31006E-3	2.56601E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.17414E+1	1.07759E-11	0.00000E+0	5.76361E-2	-1.28418E-12	2.90149E-12	-1.22155E+0	1.47239E-11	0.00000E+0	0.00000E+0	-3.35072E-12	-5.45739E-13	2.95151E-14	7.90262E-15	6.03121E-15	-3.92541E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07759E-11	0.00000E+0	1.47126E-11	-4.07304E+0	1.47126E-11	-3.43821E+0
1.55855E-12	2.41191E-3	-6.90953E-4	-7.86602E-3	3.30418E-3	3.16448E-3	-1.01659E-2	-7.34483E-3	2.58595E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.72576E+1	1.09450E-11	0.00000E+0	5.76361E-2	-1.54565E-13	8.49191E-13	7.28037E+0	1.59541E-11	0.00000E+0	0.00000E+0	-9.35603E-13	1.34618E-13	2.10557E-14	2.06528E-14	-5.00097E-15	-1.75489E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09450E-11	0.00000E+0	1.59547E-11	8.02092E+0	1.59547E-11	7.75572E+0
1.56275E-12	2.39744E-3	-7.07829E-4	-7.87148E-3	3.29219E-3	3.15947E-3	-1.01459E-2	-7.32155E-3	2.60592E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.48820E+1	1.11394E-11	0.00000E+0	5.76361E-2	3.17720E-13	-1.48503E-12	2.83715E+0	1.63796E-11	0.00000E+0	0.00000E+0	1.52545E-12	-2.30876E-14	1.26203E-14	4.60857E-15	-3.52528E-15	-1.20577E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11394E-11	0.00000E+0	1.63869E-11	3.00024E+0	1.63869E-11	2.73472E+0
1.55478E-12	2.37718E-3	-6.91460E-4	-7.86984E-3	3.30587E-3	3.14757E-3	-1.01592E-2	-7.29581E-3	2.62587E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.41559E+0	1.07654E-11	0.00000E+0	5.76361E-2	-1.59929E-12	-5.71174E-13	-1.11460E+1	1.63049E-11	0.00000E+0	0.00000E+0	6.59322E-15	-1.71273E-12	1.15712E-14	-5.44122E-15	-9.80722E-15	1.59404E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07654E-11	0.00000E+0	1.63057E-11	-1.27967E+1	1.63057E-11	-1.30618E+1
1.51894E-12	2.37729E-3	-6.73275E-4	-7.88402E-3	3.30239E-3	3.13821E-3	-1.01574E-2	-7.30258E-3	2.64583E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.13408E+1	1.10439E-11	0.00000E+0	5.76361E-2	-6.56961E-13	1.25284E-12	-6.81104E+0	1.52343E-11	0.00000E+0	0.00000E+0	-1.55809E-12	-1.74842E-13	2.16461E-14	-4.95399E-17	5.46790E-17	4.98488E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.10439E-11	0.00000E+0	1.52323E-11	-7.15813E+0	1.52323E-11	-7.42337E+0
1.43766E-12	2.41827E-3	-6.79898E-4	-7.91579E-3	3.32002E-3	3.15132E-3	-1.01485E-2	-7.32358E-3	2.66578E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.04434E+1	1.14542E-11	0.00000E+0	5.76361E-2	2.26501E-12	-1.27358E-13	1.00636E+1	1.67344E-11	0.00000E+0	0.00000E+0	8.11882E-13	2.02395E-12	-1.00939E-14	-3.65152E-15	-2.83104E-15	5.16093E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.14542E-11	0.00000E+0	1.67325E-11	1.01293E+1	1.67326E-11	9.86372E+0
1.50288E-12	2.40844E-3	-6.85032E-4	-7.89641E-3	3.29741E-3	3.16316E-3	-1.01761E-2	-7.32243E-3	2.68574E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-8.01242E+0	1.11785E-11	0.00000E+0	5.76361E-2	1.43891E-12	2.16765E-13	1.23200E+1	1.58925E-11	0.00000E+0	0.00000E+0	2.74450E-13	1.41589E-12	1.28611E-14	1.23159E-14	-6.08020E-15	4.24870E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11785E-11	0.00000E+0	1.58923E-11	1.28285E+1	1.58923E-11	1.25630E+1
1.45816E-12	2.40349E-3	-6.80752E-4	-7.90847E-3	3.29769E-3	3.15836E-3	-1.01595E-2	-7.33804E-3	2.70570E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.43440E-2	9.83901E-12	0.00000E+0	5.76361E-2	-7.92576E-13	-8.77445E-13	-3.95842E+0	1.49654E-11	0.00000E+0	0.00000E+0	4.37789E-13	-9.93092E-13	-1.00734E-14	-5.64457E-15	1.80480E-14	1.21502E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.83901E-12	0.00000E+0	1.49653E-11	-2.95750E+0	1.49654E-11	-2.32285E+0
1.53593E-12	2.42771E-3	-6.68534E-4	-7.90622E-3	3.30102E-3	3.16236E-3	-1.01545E-2	-7.34145E-3	2.72566E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.30848E+1	1.11760E-11	0.00000E+0	5.76361E-2	1.55826E-13	-1.77408E-12	1.46555E+0	1.59859E-11	0.00000E+0	0.00000E+0	1.45326E-12	-4.60263E-13	8.76846E-15	-2.21257E-15	-1.56000E-14	-2.58414E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11760E-11	0.00000E+0	1.59868E-11	3.43492E+0	1.59869E-11	3.16962E+0
1.54736E-12	2.41050E-3	-6.84410E-4	-7.92698E-3	3.28314E-3	3.13779E-3	-1.01466E-2	-7.33984E-3	2.74562E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.97373E+1	1.00505E-11	0.00000E+0	5.76361E-2	1.06680E-12	1.74257E-12	1.41605E+1	1.41271E-11	0.00000E+0	0.00000E+0	-1.15487E-12	1.72413E-12	1.47996E-14	1.15208E-15	-7.46943E-16	1.63647E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.00505E-11	0.00000E+0	1.41245E-11	1.51021E+1	1.41244E-11	1.48365E+1
1.48325E-12	2.39634E-3	-6.87474E-4	-7.92660E-3	3.29878E-3	3.14153E-3	-1.01781E-2	-7.33102E-3	2.76557E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.39975E+1	1.18660E-11	0.00000E+0	5.76361E-2	-3.31299E-12	2.97522E-12	-3.32998E+0	1.67469E-11	0.00000E+0	0.00000E+0	-3.93168E-12	-2.16737E-12	2.00823E-15	4.67174E-15	1.60060E-14	1.37504E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.18660E-11	0.00000E+0	1.67470E-11	-3.50667E+0	1.67470E-11	-3.77193E+0
1.58352E-12	2.39513E-3	-6.93444E-4	-7.91290E-3	3.27077E-3	3.13712E-3	-1.01900E-2	-7.34420E-3	2.78553E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.98717E+0	1.11146E-11	0.00000E+0	5.76361E-2	2.73922E-12	8.59172E-13	1.51324E+1	1.64264E-11	0.00000E+0	0.00000E+0	-1.49999E-13	2.68855E-12	3.04876E-14	-1.35902E-16	-7.50895E-15	3.63135E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11146E-11	0.00000E+0	1.64208E-11	1.57761E+1	1.64208E-11	1.64105E+1
1.58446E-12	2.38276E-3	-6.95294E-4	-7.94373E-3	3.30801E-3	3.14041E-3	-1.01520E-2	-7.31672E-3	2.80548E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-6.44077E+0	1.05484E-11	0.00000E+0	5.76361E-2	-2.40568E-12	-5.36249E-13	-1.13013E+1	1.55850E-11	0.00000E+0	0.00000E+0	-2.58270E-13	-2.43413E-12	8.72154E-15	8.94879E-15	1.33287E-14	1.59690E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.05484E-11	0.00000E+0	1.55831E-11	-1.14527E+1	1.55832E-11	-1.17175E+1
1.59560E-12	2.40885E-3	-7.00840E-4	-7.91862E-3	3.27994E-3	3.15149E-3	-1.01763E-2	-7.31813E-3	2.82545E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.32065E+1	9.07104E-12	0.00000E+0	5.76361E-2	2.40113E-12	4.39130E-13	2.45043E+1	1.34975E-11	0.00000E+0	0.00000E+0	3.00285E-13	2.42915E-12	-1.18095E-14	6.45448E-15	-4.21696E-15	1.02706E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.07104E-12	0.00000E+0	1.35031E-11	2.51851E+1	1.35030E-11	2.49194E+1
1.49066E-12	2.39679E-3	-6.69625E-4	-7.90505E-3	3.30741E-3	3.11882E-3	-1.01520E-2	-7.31248E-3	2.84539E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.70771E+1	1.11577E-11	0.00000E+0	5.76361E-2	-1.58582E-12	-1.74988E-12	-2.30348E+1	1.64996E-11	0.00000E+0	0.00000E+0	1.01055E-12	-1.98767E-12	-1.83939E-14	1.49862E-14	6.07388E-15	3.33939E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11577E-11	0.00000E+0	1.65114E-11	-2.59637E+1	1.65114E-11	-2.53289E+1
1.58253E-12	2.40217E-3	-6.47267E-4	-7.93509E-3	3.30147E-3	3.15395E-3	-1.01568E-2	-7.31867E-3	2.86536E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.60694E+1	1.11426E-11	0.00000E+0	5.76361E-2	-2.81739E-12	5.66796E-13	-8.33924E+0	1.68392E-11	0.00000E+0	0.00000E+0	-1.17863E-12	-2.58385E-12	6.09761E-14	-7.60590E-15	-1.75765E-14	6.47305E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11426E-11	0.00000E+0	1.68378E-11	-1.09566E+1	1.68378E-11	-9.42187E+0
1.55726E-12	2.39455E-3	-6.68957E-4	-7.94833E-3	3.27422E-3	3.09849E-3	-1.01376E-2	-7.31648E-3	2.88531E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.05828E+1	1.30272E-11	0.00000E+0	5.76361E-2	-7.09353E-13	1.48924E-12	3.03180E+0	1.76055E-11	0.00000E+0	0.00000E+0	-1.81771E-12	-6.08507E-14	2.70080E-14	-3.80394E-14	5.64832E-15	-5.63959E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.30272E-11	0.00000E+0	1.76016E-11	3.75792E+0	1.76016E-11	4.39251E+0
