Experiment	History Data	
Saved Date		
User		
Sample Period (ms)	20	

[DATA]
Current (A)	Input 2 (V)	Input 3 (V)	Input 4 (V)	Input 5 (V)	Input 6 (V)	Input 7 (V)	Input 8 (V)	Bias (V)	Output 2 (V)	Output 3 (V)	Output 4 (V)	X (m)	Y (m)	Z (m)	Output 8 (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	OC D1 X (m)	OC D1 Y (m)	OC D2 Phase (deg)	OC D2 Amplitude (m)	Reserved  9  (V)	Reserved 10  (V)	OC D2 X (m)	OC D2 Y (m)	LI Demod 1 X (A)	LI Demod 1 Y (A)	LI Demod 2 X (A)	LI Demod 2 Y (A)	Reserved 17  (V)	Reserved 18  (V)	Reserved 19  (V)	Reserved 20  (V)	Reserved 21  (V)	Reserved 22  (V)	Internal 23 (V)	Internal 24 (V)	Z Control signal (Hz)	Z Error signal (Hz)	Z SafeTip signal (m)	Reserved 28  (V)	OC D3 Amplitude (m)	OC D3 Phase (deg)	OC D4 Amplitude (m)	OC D4 Phase (deg)
-2.14384E-13	2.46436E-3	-6.70712E-4	-7.87986E-3	3.29253E-3	3.09220E-3	-1.01833E-2	-7.31297E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	3.31361E+1	1.15946E-11	0.00000E+0	5.76361E-2	-1.45385E-13	2.42391E-12	-2.76450E-1	1.73645E-11	0.00000E+0	0.00000E+0	-2.46592E-12	9.63787E-13	-2.26985E-14	-1.77386E-15	-6.45510E-15	-7.72064E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.15946E-11	0.00000E+0	1.73829E-11	3.22411E-1	1.73829E-11	5.72826E-2
-8.83029E-14	2.48366E-3	-6.49334E-4	-7.88809E-3	3.28085E-3	3.11231E-3	-1.01897E-2	-7.31956E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-7.16980E+0	1.07683E-11	0.00000E+0	5.76361E-2	-3.06562E-13	-2.53201E-13	-8.12109E-1	1.55763E-11	0.00000E+0	0.00000E+0	9.68217E-14	-5.74703E-13	1.24782E-14	-7.82072E-15	-1.80169E-14	-9.62969E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07683E-11	0.00000E+0	1.55770E-11	-1.68194E+0	1.55770E-11	-1.94746E+0
-1.60682E-13	2.50862E-3	-6.43948E-4	-7.90717E-3	3.30436E-3	3.09931E-3	-1.01658E-2	-7.32710E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	8.00290E+0	1.25876E-11	0.00000E+0	5.76361E-2	-4.96561E-12	9.95521E-13	-1.84853E+1	1.79861E-11	0.00000E+0	0.00000E+0	-2.57231E-12	-4.39200E-12	-8.17890E-15	-1.41648E-14	1.36941E-14	-1.20569E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.25876E-11	0.00000E+0	1.79843E-11	-1.73295E+1	1.79843E-11	-1.66945E+1
-1.85994E-13	2.50644E-3	-6.74229E-4	-7.89687E-3	3.29525E-3	3.12367E-3	-1.01684E-2	-7.28800E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.67047E+1	1.09429E-11	0.00000E+0	5.76361E-2	1.52869E-12	3.29575E-14	8.30537E+0	1.63400E-11	0.00000E+0	0.00000E+0	4.28345E-13	1.50672E-12	-1.21788E-14	-2.76038E-14	-1.00239E-14	-1.20047E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09429E-11	0.00000E+0	1.63460E-11	8.46935E+0	1.63461E-11	9.10396E+0
-1.67446E-13	2.49199E-3	-6.50887E-4	-7.90282E-3	3.27712E-3	3.10170E-3	-1.01762E-2	-7.30642E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.78636E+1	1.21567E-11	0.00000E+0	5.76361E-2	2.70929E-12	-3.04334E-12	1.32314E+1	1.79315E-11	0.00000E+0	0.00000E+0	3.65945E-12	1.77399E-12	-7.14591E-15	-1.21112E-14	1.72680E-14	5.04793E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.21567E-11	0.00000E+0	1.79349E-11	1.25555E+1	1.79349E-11	1.22905E+1
-1.17672E-13	2.51922E-3	-6.74980E-4	-7.89637E-3	3.30861E-3	3.11051E-3	-1.01350E-2	-7.32734E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.16146E+1	1.02181E-11	0.00000E+0	5.76361E-2	2.93574E-12	2.07941E-12	1.44216E+1	1.46540E-11	0.00000E+0	0.00000E+0	-9.94053E-13	3.15611E-12	1.56760E-14	-1.50578E-14	-9.18119E-16	-2.40225E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.02181E-11	0.00000E+0	1.46508E-11	1.48023E+1	1.46507E-11	1.45367E+1
-1.86393E-13	2.52113E-3	-6.83834E-4	-7.88875E-3	3.29621E-3	3.10690E-3	-1.01377E-2	-7.32870E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.72744E+1	1.28967E-11	0.00000E+0	5.76361E-2	5.77534E-13	2.38716E-12	1.66544E+1	1.89404E-11	0.00000E+0	0.00000E+0	-2.17807E-12	1.29073E-12	-1.28171E-14	-5.23897E-15	3.70361E-15	7.45278E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.28967E-11	0.00000E+0	1.89350E-11	1.50035E+1	1.89350E-11	1.47380E+1
-1.77302E-13	2.50135E-3	-6.76262E-4	-7.88021E-3	3.28705E-3	3.10582E-3	-1.00956E-2	-7.33709E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-6.04175E-1	1.17302E-11	0.00000E+0	5.76361E-2	1.67752E-12	-4.97402E-13	3.98170E+0	1.78860E-11	0.00000E+0	0.00000E+0	9.89058E-13	1.48920E-12	-1.12213E-14	-1.24300E-14	-1.16779E-14	-1.67960E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.17302E-11	0.00000E+0	1.79005E-11	3.42482E+0	1.79004E-11	4.05953E+0
-1.46286E-13	2.49027E-3	-6.48449E-4	-7.90068E-3	3.28236E-3	3.12179E-3	-1.01324E-2	-7.32850E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.99371E+0	1.34213E-11	0.00000E+0	5.76361E-2	-7.25037E-13	-1.07105E-12	8.36834E+0	1.93979E-11	0.00000E+0	0.00000E+0	6.04369E-13	-1.13325E-12	-1.01659E-14	5.73257E-15	5.71129E-15	-6.80046E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.34213E-11	0.00000E+0	1.94019E-11	9.20962E+0	1.94020E-11	9.84405E+0
-1.04272E-13	2.48818E-3	-6.46221E-4	-7.88855E-3	3.31139E-3	3.13188E-3	-1.01368E-2	-7.34988E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-3.77275E+0	1.14945E-11	0.00000E+0	5.76361E-2	-1.32604E-12	-1.63895E-13	-9.20688E+0	1.54133E-11	0.00000E+0	0.00000E+0	-2.13368E-13	-1.06004E-12	8.52080E-16	2.73952E-15	-1.70147E-15	-4.77617E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.14945E-11	0.00000E+0	1.54198E-11	-9.39601E+0	1.54198E-11	-9.66122E+0
-8.53637E-14	2.47662E-3	-6.58062E-4	-7.88039E-3	3.29744E-3	3.16213E-3	-1.01251E-2	-7.34694E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-8.60955E+0	1.24323E-11	0.00000E+0	5.76361E-2	9.78755E-14	-2.04301E-12	3.20613E+0	1.74486E-11	0.00000E+0	0.00000E+0	1.80675E-12	-5.78600E-13	-1.20531E-15	-1.55419E-15	4.39717E-16	-5.64415E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.24323E-11	0.00000E+0	1.74440E-11	3.81305E+0	1.74439E-11	4.44788E+0
-1.17567E-13	2.46871E-3	-6.80901E-4	-7.89136E-3	3.28380E-3	3.11209E-3	-1.01368E-2	-7.32466E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.86353E+1	1.19683E-11	0.00000E+0	5.76361E-2	-4.09962E-14	-1.66349E-12	5.01346E+0	1.83349E-11	0.00000E+0	0.00000E+0	1.49665E-12	-5.63810E-13	7.15406E-15	4.30951E-16	4.82447E-15	-4.10883E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.19683E-11	0.00000E+0	1.83261E-11	4.69392E+0	1.83261E-11	4.42857E+0
-1.55846E-13	2.44553E-3	-6.67824E-4	-7.90293E-3	3.28527E-3	3.10989E-3	-1.01068E-2	-7.33380E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.13552E-1	1.21668E-11	0.00000E+0	5.76361E-2	7.29912E-13	1.24907E-12	-1.31515E+0	1.79258E-11	0.00000E+0	0.00000E+0	-1.07259E-12	1.01252E-12	-1.78959E-14	-2.33882E-14	7.23022E-16	1.60855E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.21668E-11	0.00000E+0	1.79299E-11	-2.02639E+0	1.79299E-11	-2.29132E+0
-8.18420E-14	2.45101E-3	-6.51184E-4	-7.89018E-3	3.28534E-3	3.11141E-3	-1.01362E-2	-7.35732E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.49688E+1	9.38429E-12	0.00000E+0	5.76361E-2	8.33689E-13	-1.58454E-12	-5.13372E-1	1.41628E-11	0.00000E+0	0.00000E+0	1.87781E-12	4.39396E-13	-1.38337E-15	-8.45136E-15	-6.45813E-15	-4.25333E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.38429E-12	0.00000E+0	1.41732E-11	-7.46074E-1	1.41732E-11	-1.01085E+0
-9.82006E-14	2.50868E-3	-6.40274E-4	-7.91130E-3	3.27334E-3	3.13275E-3	-1.01857E-2	-7.36948E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.22280E+1	1.18417E-11	0.00000E+0	5.76361E-2	2.84127E-12	1.35634E-12	2.69742E+1	1.68966E-11	0.00000E+0	0.00000E+0	-5.68226E-13	3.08538E-12	-2.11987E-14	-7.00186E-15	-2.60942E-15	-6.49016E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.18417E-11	0.00000E+0	1.68960E-11	2.54772E+1	1.68960E-11	2.52118E+1
-6.06140E-14	2.50508E-3	-6.34579E-4	-7.90384E-3	3.25339E-3	3.11694E-3	-1.01304E-2	-7.35340E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.62675E+0	1.05051E-11	0.00000E+0	5.76361E-2	-9.36423E-13	-2.82046E-13	-1.25755E+1	1.66664E-11	0.00000E+0	0.00000E+0	-1.01543E-13	-9.96821E-13	-1.66677E-14	-1.16893E-14	-1.14707E-14	-2.18500E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.05051E-11	0.00000E+0	1.66713E-11	-1.48702E+1	1.66713E-11	-1.51356E+1
-1.04669E-13	2.49062E-3	-6.47320E-4	-7.91110E-3	3.25805E-3	3.10158E-3	-1.01615E-2	-7.34829E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.44146E+1	1.10146E-11	0.00000E+0	5.76361E-2	-1.63803E-12	1.21439E-12	3.17982E+0	1.70428E-11	0.00000E+0	0.00000E+0	-1.54589E-12	-1.07169E-12	-2.24174E-14	-2.67477E-15	-7.05737E-15	1.81792E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.10146E-11	0.00000E+0	1.70534E-11	-2.83888E-1	1.70534E-11	-5.49215E-1
-2.27539E-13	2.47370E-3	-6.61499E-4	-7.89315E-3	3.26139E-3	3.12746E-3	-1.01399E-2	-7.33281E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.31870E+1	1.08126E-11	0.00000E+0	5.76361E-2	1.69020E-12	3.37261E-13	1.01278E+0	1.60334E-11	0.00000E+0	0.00000E+0	-7.56268E-15	1.64536E-12	-1.38121E-14	-9.82208E-15	1.03519E-14	6.16344E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08126E-11	0.00000E+0	1.60324E-11	-2.96749E-1	1.60324E-11	-5.62175E-1
-2.72388E-13	2.48571E-3	-6.64654E-4	-7.88831E-3	3.26614E-3	3.12262E-3	-1.01315E-2	-7.35953E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.17572E+1	1.33244E-11	0.00000E+0	5.76361E-2	2.83320E-12	4.07625E-12	2.22668E+1	1.81423E-11	0.00000E+0	0.00000E+0	-3.15717E-12	3.96819E-12	-4.05848E-14	-5.70689E-15	-4.75754E-15	1.12107E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.33244E-11	0.00000E+0	1.81403E-11	2.28045E+1	1.81401E-11	2.25392E+1
-2.30824E-13	2.51475E-3	-6.76983E-4	-7.88147E-3	3.25384E-3	3.12992E-3	-1.01448E-2	-7.32407E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-6.03298E-1	1.33101E-11	0.00000E+0	5.76361E-2	1.95581E-12	-2.51448E-12	8.28240E+0	1.89796E-11	0.00000E+0	0.00000E+0	3.06549E-12	1.09991E-12	1.23393E-14	-1.85097E-14	-1.26656E-14	7.28870E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.33101E-11	0.00000E+0	1.89960E-11	8.87428E+0	1.89960E-11	8.60876E+0
-2.10722E-13	2.50676E-3	-6.50948E-4	-7.89183E-3	3.28493E-3	3.14055E-3	-1.01523E-2	-7.34570E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.22021E+0	1.09751E-11	0.00000E+0	5.76361E-2	1.18588E-12	1.19068E-13	1.27716E+0	1.70085E-11	0.00000E+0	0.00000E+0	2.29924E-13	1.17576E-12	-8.64587E-15	-1.06506E-14	6.78607E-15	-4.63963E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09751E-11	0.00000E+0	1.70054E-11	4.53658E-1	1.70054E-11	1.88515E-1
-1.83602E-13	2.48938E-3	-6.78082E-4	-7.89675E-3	3.30041E-3	3.11671E-3	-1.01626E-2	-7.33408E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.40225E+1	1.13338E-11	0.00000E+0	5.76361E-2	1.98223E-12	5.09342E-13	6.91109E+0	1.71454E-11	0.00000E+0	0.00000E+0	-6.54458E-14	1.96345E-12	-3.05119E-14	5.12337E-15	-9.36653E-15	3.46185E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13338E-11	0.00000E+0	1.71434E-11	5.50980E+0	1.71434E-11	5.24435E+0
-6.54262E-14	2.50434E-3	-6.87020E-4	-7.88125E-3	3.28975E-3	3.12804E-3	-1.01210E-2	-7.32613E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.73470E+1	1.16584E-11	0.00000E+0	5.76361E-2	-3.37885E-12	-8.42088E-13	-7.25523E+0	1.63143E-11	0.00000E+0	0.00000E+0	-2.76050E-13	-3.40942E-12	-1.34105E-14	1.82752E-14	-1.95241E-14	4.25013E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.16584E-11	0.00000E+0	1.63081E-11	-7.87287E+0	1.63082E-11	-8.13812E+0
-2.01629E-13	2.49722E-3	-6.76022E-4	-7.90217E-3	3.27857E-3	3.13004E-3	-1.01260E-2	-7.33697E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	3.14410E+1	1.41699E-11	0.00000E+0	5.76361E-2	-3.22113E-12	3.04797E-12	-1.30041E+1	1.98085E-11	0.00000E+0	0.00000E+0	-3.99133E-12	-2.00630E-12	-4.41240E-14	1.97130E-14	1.96135E-14	2.80033E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.41699E-11	0.00000E+0	1.98081E-11	-1.37824E+1	1.98081E-11	-1.40477E+1
-1.89152E-13	2.50456E-3	-6.77582E-4	-7.88322E-3	3.26766E-3	3.13095E-3	-1.01367E-2	-7.35228E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	7.93161E+0	1.17460E-11	0.00000E+0	5.76361E-2	-1.30810E-12	1.16310E-12	-1.08312E+1	1.76948E-11	0.00000E+0	0.00000E+0	-1.62989E-12	-1.03001E-12	-7.59320E-15	-3.89954E-15	5.05895E-15	-1.79542E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.17460E-11	0.00000E+0	1.76877E-11	-1.11560E+1	1.76877E-11	-1.14214E+1
-1.76190E-13	2.50940E-3	-6.73184E-4	-7.85898E-3	3.27180E-3	3.10410E-3	-1.01310E-2	-7.32186E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.81969E+1	1.29057E-11	0.00000E+0	5.76361E-2	-1.45440E-12	2.36312E-12	-9.95312E+0	1.96225E-11	0.00000E+0	0.00000E+0	-2.59731E-12	-7.51940E-13	-1.00176E-14	1.06238E-14	-3.27201E-16	1.77567E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.29057E-11	0.00000E+0	1.96256E-11	-1.07768E+1	1.96256E-11	-1.01421E+1
-1.15809E-13	2.50277E-3	-6.40141E-4	-7.86859E-3	3.26626E-3	3.08313E-3	-1.01664E-2	-7.31805E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.86102E+1	1.11585E-11	0.00000E+0	5.76361E-2	-3.53757E-12	-4.40000E-12	-2.11923E+1	1.54194E-11	0.00000E+0	0.00000E+0	2.99898E-12	-4.53467E-12	1.61503E-14	-4.29278E-15	-1.09609E-14	-4.43431E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11585E-11	0.00000E+0	1.54253E-11	-2.09638E+1	1.54253E-11	-1.94292E+1
-7.78999E-14	2.49674E-3	-6.28880E-4	-7.88648E-3	3.27420E-3	3.07484E-3	-1.01423E-2	-7.33859E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.65920E+1	1.22390E-11	0.00000E+0	5.76361E-2	2.95409E-13	-4.91925E-12	-1.02911E+1	1.81170E-11	0.00000E+0	0.00000E+0	4.75106E-12	-1.32426E-12	1.14106E-14	3.69798E-15	2.35949E-16	9.10952E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.22390E-11	0.00000E+0	1.81177E-11	-8.59786E+0	1.81177E-11	-8.86330E+0
-1.76813E-13	2.51410E-3	-6.64601E-4	-7.88492E-3	3.28604E-3	3.06984E-3	-1.01365E-2	-7.31123E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.57734E+1	1.19556E-11	0.00000E+0	5.76361E-2	-3.45051E-12	-3.37515E-12	-2.30094E+1	1.80014E-11	0.00000E+0	0.00000E+0	2.04100E-12	-4.33997E-12	-2.00214E-14	-1.31199E-14	1.14822E-14	1.64572E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.19556E-11	0.00000E+0	1.79964E-11	-2.29069E+1	1.79964E-11	-2.31722E+1
-1.71152E-13	2.49099E-3	-6.59767E-4	-7.88995E-3	3.28325E-3	3.08494E-3	-1.01666E-2	-7.29495E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.07305E+1	1.22899E-11	0.00000E+0	5.76361E-2	2.02085E-13	7.41822E-13	-3.84587E-1	1.77259E-11	0.00000E+0	0.00000E+0	-7.30805E-13	5.45858E-13	2.19618E-14	5.71868E-15	5.27129E-15	9.13882E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.22899E-11	0.00000E+0	1.77301E-11	-3.07458E-1	1.77301E-11	-5.72905E-1
-1.75265E-13	2.48700E-3	-6.42601E-4	-7.88639E-3	3.27542E-3	3.07521E-3	-1.01414E-2	-7.29829E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.32204E+1	1.13575E-11	0.00000E+0	5.76361E-2	-1.87538E-12	3.63547E-12	-2.70992E+0	1.56510E-11	0.00000E+0	0.00000E+0	-4.15383E-12	-5.57670E-13	6.60757E-15	-1.09721E-14	-3.49277E-15	1.44557E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13575E-11	0.00000E+0	1.56480E-11	-1.44141E+0	1.56479E-11	-1.70646E+0
-1.92830E-13	2.46476E-3	-6.67115E-4	-7.91901E-3	3.28925E-3	3.07617E-3	-1.01695E-2	-7.31810E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.23954E+1	1.15544E-11	0.00000E+0	5.76361E-2	4.78728E-13	3.84116E-13	8.12669E+0	1.76377E-11	0.00000E+0	0.00000E+0	6.78345E-14	5.38176E-13	-5.96646E-15	-1.92331E-14	-5.44541E-17	-5.26788E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.15544E-11	0.00000E+0	1.76421E-11	7.48921E+0	1.76421E-11	8.12375E+0
-2.23669E-13	2.47428E-3	-6.74382E-4	-7.91722E-3	3.27371E-3	3.09304E-3	-1.01562E-2	-7.31119E-3	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-9.85697E+0	1.12998E-11	0.00000E+0	5.76361E-2	8.04410E-13	1.09240E-12	7.96060E+0	1.73152E-11	0.00000E+0	0.00000E+0	-1.10409E-12	9.63656E-13	1.36983E-14	8.86474E-16	-2.60571E-15	-3.72198E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12998E-11	0.00000E+0	1.73180E-11	6.93767E+0	1.73180E-11	6.67225E+0
